StudentID,Name,Gender,Age,GradeLevel,GPA,MathScore,EnglishScore,ScienceScore,AttendanceRate,BehaviorNotes,ParentalSupport,City,SchoolName,RegisteredDate
S1463,Layla Alghamdi,F,16,12,2.37,70,85,100,105.6,Needs Improvement,yes,jedda,Future  School,4/20/2023
S1464,Sara Alotaibi,M,17,11,2.89,60,nan,60,85.9,Good,TRUE,Jeddah,Bright Academy,12/28/2022
S1465,Sara Alghamdi,male,15,12,2.85,70,65,50,97,Average,Yes,Jeddah,Future  School,8/9/2021
S1466,Faisal Almutairi,MALE,18,11,4.21,80,55,70,76.4,Average,FALSE,Riyadh,Bright academy,1/24/2022
S1467,Ahmed Aldosari,FEMALE,15,11,3.22,80,75,60,80.2,Average,Yes,Jeddah,Bright academy,7/8/2022
S1468,Khalid Alsubaie,Female,16,12,2.31,80,75,60,106.4, ,no,JEDDAH,Future School,10/9/2022
S1469,Lama Alzahrani,female,17,10,2.72,80,65,70,88.5,bad,N,Riyadh,Bright academy,2/11/2021
S1470,Sara Alzahrani,Male,16,12,3.51,90,75,70,106.5,Average,no,riyadh,Bright Academy,11/7/2022
S1471,Faisal Alotaibi,M,15,12,4.04,80,65,50,91.2,Good,No,Riyad,Future School,5/23/2023
S1472,Omar Alshammari,Female,16,11,2.21,80,75,,73.6,Excellent,no,Riyadh,Bright academy,10/10/2021
S1473,Khalid Alshehri,Female,16,10,2.06,60,65,100,100.9,Average,Yes,riyadh,Bright academy,2/27/2021
S1474,Ali Alshehri,male,18,11,3.94,nan,65,50,86.1,Needs Improvement,Yes,Jeddah,Bright Academy,3/25/2023
S1475,Reem Alharbi,M,16,10,3.19,60,85,50,99, ,FALSE,jedda,Future School,4/14/2023
S1476,Sara Alotaibi,Female,17,10,2.57,80,65,50,92.3,bad,Yes,riyadh,Future  School,6/21/2022
S1477,Omar Aldosari,male,18,10,3.27,70,55,,76.6,bad,N,Dammam,Future  School,3/14/2021
S1478,Lama Alqahtani,FEMALE,16,12,1.68,70,75,60,93.6,bad,yes,riyadh,Bright Academy,6/4/2023
S1479,Omar Alshehri,Male,200,10,3,90,seventy,80,114,Good,No,Jeddah,Future  School,7/12/2023
S1480,Omar Alotaibi,F,16,10,3.16,90,65,60,96.9,Needs Improvement,TRUE,Jeddah,Future  School,5/9/2021
S1481,Ali Alharbi,FEMALE,-1,11,3.46,90,55,60,91.4,Average,no,JEDDAH,Bright academy,8/22/2022
S1482,Lama Alqahtani,male,15,12,2.49,70,65,70,102.8, ,FALSE,JEDDAH,Bright Academy,4/22/2023
S1483,Ahmed Alqahtani,F,17,11,3.04,80,65,70,94.1,Good,No,riyadh,Bright academy,3/2/2022
S1484,Sara Alshammari,Female,16,10,2.54,70,55,80,94.1,Average,no,JEDDAH,Future School,8/6/2023
S1485,Faisal Alzahrani,Female,16,10,3.13,60,75,80,81.1, ,Y,Jeddah,Bright Academy,10/27/2022
S1486,Ahmed Almutairi,female,17,10,2.55,60,seventy,,94.3,Excellent,TRUE,Riyadh,Bright academy,11/25/2022
S1487,Ahmed Alshammari,Female,17,12,2.8,70,65,80,102.4,Good,N,jedda,Bright Academy,5/5/2021
S1488,Omar Aldosari,female,15,12,2.5,70,65,60,83.6, ,Y,riyadh,Future School,3/8/2021
S1489,Reem Alharbi,Female,15,11,3.33,80,65,100,106.2, ,Y,Riyad,Bright academy,1/6/2021
S1490,Layla Alshammari,MALE,17,10,3.43,60,55,60,91.1, ,yes,jedda,Bright academy,9/29/2022
S1491,Lama Alzahrani,Male,17,10,2.88,80,85,100,83.1,Excellent,TRUE,jedda,Future School,11/10/2021
S1492,Ali Alotaibi,male,-1,10,3.02,70,65,80,102,Needs Improvement,TRUE,Riyadh,Future School,11/22/2021
S1493,Khalid Almutairi,Female,17,10,2.28,70,65,50,89.1,bad,FALSE,Jeddah,Future School,7/19/2022
S1494,Lama Alotaibi,female,-1,12,2.85,70,75,70,99.6,Needs Improvement,yes,Jeddah,Bright Academy,8/1/2022
S1495,Faisal Alharbi,F,17,11,2.97,70,65,100,89.1,bad,N,Riyad,Future School,4/6/2023
S1496,Sara Almutairi,F,16,10,4.31,80,75,80,91.4,bad,No,Dammam,Future School,5/21/2022
S1497,Khalid Alshammari,female,15,11,2.44,70,55,50,96.9,Average,Y,jedda,Bright Academy,3/23/2021
S1498,Omar Alsubaie,FEMALE,17,12,3.73,60,75,70,94.9,Average,TRUE,Riyad,Future School,8/22/2022
S1499,Sara Alotaibi,FEMALE,17,11,3.5,60,85,60,72,Average,Y,Riyad,Bright Academy,1/2/2021
S1281,Nora Alghamdi,M,200,10,3.2,60,75,,95.9,Needs Improvement,FALSE,Riyadh,Future  School,8/12/2021
S1087,Faisal Alotaibi,MALE,15,12,2.49,70,75,70,90.5,Excellent,yes,Riyad,Future School,1/1/2023
S1222,Nora Alqahtani,male,15,10,3.53,90,75,70,75.1,Good,yes,JEDDAH,Future  School,9/26/2023
S1009,Khalid Aldosari,M,18,11,2.93,80,85,60,79.7,Needs Improvement,Yes,Jeddah,Bright Academy,4/8/2022
S1318,Ali Alotaibi,female,17,11,2.54,60,75,70,100.6,Needs Improvement,no,Riyadh,Future School,12/6/2022
S1456,Layla Alharbi,Female,17,12,2.79,60,65,100,78.3, ,TRUE,Riyadh,Future School,8/25/2022
S1365,Reem Alharbi,MALE,18,11,3.34,70,nan,100,104.7,bad,Yes,riyadh,Bright academy,8/18/2021
S1003,Ali Alzahrani,male,16,11,3.3,70,75,60,87, ,Y,Riyadh,Future School,3/27/2023
S1413,Layla Alghamdi,Male,16,11,2.66,60,65,60,86.9, ,Y,jedda,Future School,2/27/2023
S1377,Ali Alsubaie,female,15,10,3.74,70,65,60,65.7,Needs Improvement,FALSE,Riyadh,Bright Academy,2/25/2022
